minute,detection_level,merchant,provider,payment_method,country,issuing_bank,weekday,hour,attempts,approvals,declines,approval_rate,dominant_decline_code,injected_incident_id,injected_records,injected_share,incident_ids,window_minutes,window_usable,window_strategy,detected,detection_status,expected_approval_rate,approval_rate_drop,z_score,severity,baseline_level,historical_attempts,reason
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,137,132,5,0.9635036496350364,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.908203125,-0.05530052463503654,-2.2417340612750887,,L1_PROVIDER_COUNTRY,512.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,140,128,12,0.9142857142857144,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.008302808302808273,-0.3366089160467461,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,137,124,13,0.9051094890510948,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,0.006307833783550709,0.259840883520291,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,149,137,12,0.9194630872483222,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,0.009904942491454793,0.4719006415248493,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,128,114,14,0.890625,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.007259799235181608,-0.2558853245889721,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,114,97,17,0.8508771929824561,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.87374749498998,0.022870302007523824,0.7352099086406892,,L1_PROVIDER_COUNTRY,499.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,130,117,13,0.9,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.9145129224652088,0.014512922465208744,0.5918087645103474,,L1_PROVIDER_COUNTRY,503.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,131,116,15,0.8854961832061069,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.8871681415929203,0.0016719583868134436,0.06048424618551756,,L1_PROVIDER_COUNTRY,452.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,134,113,21,0.8432835820895522,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8839103869653768,0.040626804875824596,1.4681291676677033,,L1_PROVIDER_COUNTRY,491.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,128,120,8,0.9375,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9430740037950665,0.005574003795066451,0.27217237209926215,,L2_METHOD_COUNTRY,527.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,127,117,10,0.9212598425196852,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8881720430107527,-0.03308779950893237,-1.1831668722691164,,L2_METHOD_COUNTRY,465.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,132,120,12,0.9090909090909092,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.896421845574388,-0.012669063516521084,-0.47768453258870464,,L2_METHOD_COUNTRY,531.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,130,116,14,0.8923076923076924,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8782961460446247,-0.014011546263067665,-0.4886355802291606,,L2_METHOD_COUNTRY,493.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,129,111,18,0.8604651162790697,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,True,confirmed_anomaly,0.924949290060852,0.06448417378178228,2.7797877118195187,medium,L2_METHOD_COUNTRY,493.0,Approval rate is meaningfully below the historical baseline.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,125,104,21,0.832,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8406909788867563,0.008690978886756295,0.26551271477172783,,L2_METHOD_COUNTRY,521.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,156,146,10,0.935897435897436,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9131313131313132,-0.022766122766122665,-1.0096087977458787,,L2_METHOD_COUNTRY,495.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,142,125,17,0.8802816901408451,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.909278350515464,0.0289966603746189,1.2030626935004876,,L2_METHOD_COUNTRY,485.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,131,119,12,0.9083969465648856,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.9070247933884298,-0.0013721531764556705,-0.05408104661380416,,L2_METHOD_COUNTRY,484.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_A,,,BR,,0,10,150,139,11,0.9266666666666666,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.918560606060606,-0.008106060606060672,-0.36298134156937245,,L3_MERCHANT_COUNTRY,528.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_A,,,CO,,0,10,138,125,13,0.9057971014492754,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8931451612903226,-0.012651940158952768,-0.48110353824464647,,L3_MERCHANT_COUNTRY,496.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_A,,,MX,,0,10,128,113,15,0.8828125,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.8972868217054264,0.014474321705426396,0.5394168109590503,,L3_MERCHANT_COUNTRY,516.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_B,,,BR,,0,10,134,125,9,0.9328358208955224,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.9155206286836935,-0.017315192211828867,-0.7207262039493301,,L3_MERCHANT_COUNTRY,509.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_B,,,CO,,0,10,134,123,11,0.917910447761194,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8948497854077253,-0.02306066235346871,-0.8702499868857375,,L3_MERCHANT_COUNTRY,466.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_B,,,MX,,0,10,124,108,16,0.8709677419354839,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8829365079365079,0.011968766001024034,0.41455746883052347,,L3_MERCHANT_COUNTRY,504.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_C,,,BR,,0,10,132,122,10,0.9242424242424242,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.9186046511627908,-0.0056377730796334236,-0.23688111724575694,,L3_MERCHANT_COUNTRY,516.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_C,,,CO,,0,10,127,110,17,0.8661417322834646,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.8877338877338877,0.021592155450423145,0.770782982491274,,L3_MERCHANT_COUNTRY,481.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_C,,,MX,,0,10,133,113,20,0.849624060150376,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8891213389121339,0.039497278761757904,1.4507363481003166,,L3_MERCHANT_COUNTRY,478.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Banco do Brasil,0,10,30,26,4,0.8666666666666667,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.8958333333333334,0.029166666666666674,0.5229611573463401,,L4_BANK_COUNTRY,144.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Bradesco,0,10,33,33,0,1.0,,,0,0.0,,1,True,fast_1m,False,normal,0.8968253968253969,-0.10317460317460314,-1.9484507119737848,,L4_BANK_COUNTRY,126.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Itau,0,10,30,28,2,0.9333333333333332,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.916083916083916,-0.01724941724941731,-0.3407570277972493,,L4_BANK_COUNTRY,143.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Nubank,0,10,39,33,6,0.8461538461538461,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8728813559322034,0.02672750977835725,0.5010817275503465,,L4_BANK_COUNTRY,118.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,,0,10,284,266,18,0.9366197183098592,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9285714285714286,-0.008048289738430525,-0.5266464149413028,,L4_BANK_COUNTRY,1022.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,Banco de Bogota,0,10,45,39,6,0.8666666666666667,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,potential_anomaly,0.925925925925926,0.059259259259259345,1.5178932768808253,,L4_BANK_COUNTRY,162.0,"A conversion drop exists, but the statistical evidence is not yet strong enough."
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,Bancolombia,0,10,41,34,7,0.8292682926829268,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8547486033519553,0.02548031066902856,0.4630386985512737,,L4_BANK_COUNTRY,179.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,Davivienda,0,10,44,43,1,0.9772727272727272,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8552631578947368,-0.12200956937799046,-2.300280532381685,,L4_BANK_COUNTRY,152.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,,0,10,269,242,27,0.8996282527881041,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8989473684210526,-0.000680884367051493,-0.037051735611795956,,L4_BANK_COUNTRY,950.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,BBVA,0,10,41,39,2,0.951219512195122,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9166666666666666,-0.03455284552845528,-0.8004987358916186,,L4_BANK_COUNTRY,120.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,Banorte,0,10,25,18,7,0.72,INVALID_CARD,,0,0.0,,5,False,insufficient_data,False,insufficient_data,,,,,,,Insufficient live transaction volume.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,Citibanamex,0,10,34,27,7,0.7941176470588235,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,potential_anomaly,0.8879310344827587,0.09381338742393519,1.7340913705541583,,L4_BANK_COUNTRY,116.0,"A conversion drop exists, but the statistical evidence is not yet strong enough."
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,Santander,0,10,29,27,2,0.9310344827586208,INSUFFICIENT_FUNDS,,0,0.0,,5,False,insufficient_data,False,insufficient_data,,,,,,,Insufficient live transaction volume.
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,,0,10,256,223,33,0.87109375,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.872636815920398,0.0015430659203979902,0.0740569364824557,,L4_BANK_COUNTRY,1005.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,PIX,BR,,0,10,48,44,4,0.9166666666666666,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9011627906976744,-0.015503875968992276,-0.35991424939792466,,L5_PROVIDER_METHOD_COUNTRY,172.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,PSE,CO,,0,10,50,49,1,0.98,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.9,-0.07999999999999996,-1.885618083164126,,L5_PROVIDER_METHOD_COUNTRY,160.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,card,BR,,0,10,38,38,0,1.0,,,0,0.0,,1,True,fast_1m,False,normal,0.9193548387096774,-0.08064516129032262,-1.8257418583505545,,L5_PROVIDER_METHOD_COUNTRY,186.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,card,CO,,0,10,42,37,5,0.8809523809523809,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.9144736842105264,0.03352130325814551,0.776801493468633,,L5_PROVIDER_METHOD_COUNTRY,152.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,card,MX,,0,10,45,42,3,0.9333333333333332,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.9545454545454546,0.021212121212121238,0.6831300510639743,,L5_PROVIDER_METHOD_COUNTRY,154.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,cash_in_store,MX,,0,10,42,37,5,0.8809523809523809,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.8865979381443299,0.0056455571919489245,0.11538719675367017,,L5_PROVIDER_METHOD_COUNTRY,194.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,wallet,BR,,0,10,51,50,1,0.9803921568627452,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.9025974025974026,-0.07779475426534244,-1.8737130973411547,,L5_PROVIDER_METHOD_COUNTRY,154.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,wallet,CO,,0,10,48,42,6,0.875,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.903846153846154,0.028846153846153966,0.6779192194392416,,L5_PROVIDER_METHOD_COUNTRY,156.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,wallet,MX,,0,10,50,45,5,0.9,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9,0.0,0.0,,L5_PROVIDER_METHOD_COUNTRY,160.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,PIX,BR,,0,10,44,41,3,0.9318181818181818,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9689119170984456,0.03709373528026383,1.4177112547166038,,L5_PROVIDER_METHOD_COUNTRY,193.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,PSE,CO,,0,10,35,30,5,0.8571428571428571,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8881987577639752,0.03105590062111807,0.5830418852345355,,L5_PROVIDER_METHOD_COUNTRY,161.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,card,BR,,0,10,50,44,6,0.88,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.9055555555555556,0.025555555555555554,0.6179090712666895,,L5_PROVIDER_METHOD_COUNTRY,180.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,card,CO,,0,10,51,47,4,0.9215686274509804,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8524590163934426,-0.06910961105753777,-1.3916513503069392,,L5_PROVIDER_METHOD_COUNTRY,183.0,Observed drop is within normal variation.
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,card,MX,,0,10,38,33,5,0.868421052631579,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,potential_anomaly,0.92,0.05157894736842106,1.171993939425603,,L5_PROVIDER_METHOD_COUNTRY,175.0,"A conversion drop exists, but the statistical evidence is not yet strong enough."
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,cash_in_store,MX,,0,10,39,31,8,0.7948717948717948,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.8,0.005128205128205221,0.08006407690254502,,L5_PROVIDER_METHOD_COUNTRY,170.0,Observed drop is within normal variation.
